id,model,trim,year,price_usd,mileage_km,fuel_type,transmission,engine_liters,horsepower,color,body_type,region,owner_count,condition,service_history
2625,GLC,Luxury,2020,94116,127854,Plug-in Hybrid,Manual,4.8,429,Silver,Coupe,Middle East,4,Like New,No
2626,EQA,Luxury,2016,83724,177008,Electric,Automatic,0,415,Silver,Sedan,North America,3,Like New,Yes
2627,EQB,Luxury,2021,69038,115001,Electric,Automatic,0,294,Silver,SUV,Latin America,4,Fair,No
2628,AMG GT,Premium Plus,2018,154278,139101,Petrol,Automatic,6,355,Beige,Coupe,Latin America,2,New,Yes
2629,GLA,Luxury,2013,42373,97428,Plug-in Hybrid,Manual,5.9,131,White,Convertible,North America,4,Good,Yes
2630,GLA,Night Edition,2008,47110,167748,Petrol,Manual,6.5,434,Blue,Sedan,Latin America,2,Very Good,No
2631,EQA,Base,2019,73654,140949,Electric,Automatic,0,282,Red,SUV,Asia Pacific,1,Very Good,Yes
2632,GLC,Luxury,2021,73318,83154,Diesel,Automatic,5.2,519,Green,Wagon,Europe,1,Fair,Yes
2633,GLS,Night Edition,2014,125944,116877,Plug-in Hybrid,Automatic,5.1,568,Silver,SUV,Europe,1,Good,Yes
2634,GLS,Base,2025,135662,117596,Petrol,Automatic,1.7,552,Brown,SUV,Latin America,1,Like New,Yes
2635,A-Class,Sport,2025,67986,68640,Petrol,Manual,2.7,453,Gold,Coupe,Africa,3,Like New,Yes
2636,CLA,Sport,2016,60351,187897,Plug-in Hybrid,Automatic,6.1,185,Beige,Coupe,Latin America,1,New,Yes
2637,E-Class,Sport,2009,95431,174985,Petrol,Manual,1.5,636,Blue,Roadster,Middle East,4,New,No
2638,EQA,Premium,2013,99657,63426,Electric,Automatic,0,546,Red,SUV,Africa,1,New,Yes
2639,EQB,Sport,2011,89163,182442,Electric,Automatic,0,605,Gold,Sedan,Asia Pacific,2,Very Good,No
2640,B-Class,Avantgarde,2013,37159,223998,Diesel,Manual,5.1,339,Green,Liftback,North America,1,Excellent,Yes
2641,AMG GT,Base,2024,191068,39600,Hybrid,Manual,5.2,637,White,Coupe,Europe,4,New,Yes
2642,EQC,Premium,2013,96887,158487,Electric,Automatic,0,612,Gold,Sedan,Asia Pacific,3,Very Good,No
2643,EQB,Night Edition,2015,69795,192079,Electric,Automatic,0,442,Gray,Sedan,Middle East,4,Fair,Yes
2644,E-Class,AMG Line,2015,68303,74748,Petrol,Manual,5.3,426,Black,Hatchback,Latin America,2,Fair,Yes
2645,GLS,Exclusive,2012,92917,206887,Diesel,Automatic,3.7,490,Brown,SUV,Europe,3,Fair,No
2646,C-Class,Luxury,2017,78340,72338,Plug-in Hybrid,Automatic,4.5,336,Green,SUV,Europe,4,Like New,Yes
2647,E-Class,Premium Plus,2009,88975,150364,Plug-in Hybrid,Manual,5.1,389,Blue,Hatchback,Asia Pacific,1,New,Yes
2648,A-Class,Luxury,2011,56761,98827,Diesel,Manual,4.8,585,Gold,Sedan,Africa,2,Very Good,No
2649,GLC,Base,2021,94440,161565,Hybrid,Automatic,5.8,555,Silver,Liftback,North America,3,Like New,No
2650,GLC,Premium Plus,2009,37192,200793,Petrol,Automatic,6.8,237,Beige,Sedan,North America,2,Fair,Yes
2651,EQC,Premium,2020,94462,137610,Electric,Automatic,0,247,Beige,Sedan,Latin America,4,New,Yes
2652,CLA,Sport,2021,41294,173488,Plug-in Hybrid,Automatic,2.3,139,Brown,Coupe,Latin America,1,Good,No
2653,B-Class,Premium,2024,75977,74949,Plug-in Hybrid,Manual,3.1,265,Red,Liftback,Latin America,2,New,Yes
2654,EQA,AMG Line,2009,78969,125157,Electric,Automatic,0,252,Red,Sedan,Middle East,2,New,Yes
2655,EQB,Night Edition,2024,109566,70218,Electric,Automatic,0,573,Gray,SUV,Latin America,1,Excellent,Yes
2656,EQA,Avantgarde,2008,64384,183623,Electric,Automatic,0,353,Beige,SUV,Asia Pacific,3,Very Good,Yes
2657,B-Class,Exclusive,2020,61120,191832,Petrol,Manual,6.8,338,Brown,Sedan,Middle East,1,New,Yes
2658,GLB,Exclusive,2017,83850,203736,Petrol,Automatic,4,574,Beige,Liftback,Asia Pacific,2,New,Yes
2659,CLA,AMG Line,2024,51336,42414,Diesel,Manual,2.3,315,Silver,Coupe,Middle East,3,Fair,Yes
2660,A-Class,Premium,2013,49892,204371,Plug-in Hybrid,Automatic,1.7,424,Beige,Sedan,Africa,4,Good,Yes
2661,AMG GT,Avantgarde,2013,166722,57481,Hybrid,Manual,6.1,457,Black,Coupe,Europe,3,New,Yes
2662,GLA,Avantgarde,2017,72696,59729,Hybrid,Manual,1.4,613,Green,Roadster,Europe,4,Good,Yes
2663,CLA,Premium Plus,2021,67642,79014,Hybrid,Automatic,3.1,406,Beige,Coupe,Europe,3,Excellent,No
2664,CLA,Sport,2021,55755,48731,Hybrid,Automatic,4.4,261,Brown,Coupe,Europe,2,Very Good,No
2665,GLC,AMG Line,2022,51360,63058,Petrol,Manual,6.5,188,Green,Convertible,North America,2,Fair,No
2666,GLA,AMG Line,2018,58423,182383,Plug-in Hybrid,Manual,1.9,384,Black,Convertible,North America,3,Good,Yes
2667,S-Class,Exclusive,2017,120468,45040,Plug-in Hybrid,Automatic,6.4,113,Beige,SUV,Middle East,2,New,Yes
2668,GLS,AMG Line,2008,98024,224946,Petrol,Automatic,6.9,339,White,SUV,Latin America,4,Like New,Yes
2669,GLB,Premium Plus,2024,95181,124579,Plug-in Hybrid,Manual,1.8,482,Silver,Wagon,Asia Pacific,3,New,No
2670,GLC,Premium,2009,50272,227162,Diesel,Manual,4,479,Black,Roadster,Africa,4,Fair,Yes
2671,GLA,Avantgarde,2008,65522,168820,Hybrid,Automatic,5.4,441,Gold,SUV,Asia Pacific,1,New,Yes
2672,C-Class,Premium Plus,2020,77376,186076,Hybrid,Manual,6.3,529,Green,Coupe,Europe,4,Excellent,No
2673,E-Class,Night Edition,2008,82895,239699,Hybrid,Manual,6.6,517,Beige,SUV,Middle East,1,New,Yes
2674,E-Class,Sport,2016,80153,117478,Plug-in Hybrid,Manual,6.8,289,White,SUV,Europe,4,Excellent,No
2675,E-Class,Avantgarde,2008,60292,200216,Plug-in Hybrid,Manual,4.7,293,Beige,Coupe,Africa,1,Good,Yes
2676,GLC,Base,2009,73525,167107,Diesel,Manual,5.6,556,Red,Sedan,Asia Pacific,2,Excellent,Yes
2677,C-Class,Night Edition,2023,88594,48594,Plug-in Hybrid,Manual,5.4,598,Green,Sedan,North America,3,Good,No
2678,AMG GT,Luxury,2010,134186,195357,Plug-in Hybrid,Manual,2.7,441,White,Coupe,Middle East,3,Fair,Yes
2679,GLA,Premium Plus,2024,71908,9292,Hybrid,Automatic,5.8,482,White,Convertible,Middle East,3,Fair,Yes
2680,GLE,Night Edition,2017,85789,42638,Petrol,Manual,4.9,446,White,SUV,Africa,3,Fair,No
2681,GLS,AMG Line,2018,117631,126070,Diesel,Manual,2.6,467,Gold,SUV,Europe,3,Like New,No
2682,C-Class,Avantgarde,2009,35547,120471,Petrol,Automatic,6,126,Gold,Roadster,Latin America,1,Excellent,Yes
2683,S-Class,Premium,2020,146257,64959,Plug-in Hybrid,Automatic,5.3,623,Gold,SUV,Asia Pacific,4,Like New,Yes
2684,EQC,Sport,2023,93292,136440,Electric,Automatic,0,386,Silver,Sedan,Latin America,3,Good,Yes
2685,EQB,AMG Line,2012,90224,139128,Electric,Automatic,0,511,Blue,SUV,North America,3,Like New,No
2686,C-Class,Avantgarde,2016,61723,79034,Plug-in Hybrid,Automatic,3.1,229,Gold,Coupe,Europe,1,Excellent,Yes
2687,GLB,Exclusive,2019,61470,149630,Plug-in Hybrid,Automatic,2.2,351,Silver,Liftback,Africa,4,Good,No
2688,S-Class,Night Edition,2018,96708,168001,Hybrid,Automatic,6.9,335,Red,SUV,Africa,2,Fair,Yes
2689,C-Class,Luxury,2013,45043,198707,Diesel,Automatic,3.6,356,Black,Roadster,Africa,1,Very Good,No
2690,A-Class,Avantgarde,2018,62862,36468,Plug-in Hybrid,Automatic,5.9,333,Brown,Hatchback,Africa,4,Excellent,Yes
2691,GLB,Sport,2015,53727,178364,Diesel,Automatic,3.3,333,Black,Liftback,Europe,1,Excellent,Yes
2692,CLA,Exclusive,2025,77748,169730,Plug-in Hybrid,Automatic,5.7,603,Beige,Coupe,North America,1,Good,Yes
2693,GLB,AMG Line,2013,38698,160874,Petrol,Automatic,5.5,208,White,Sedan,Latin America,3,Good,Yes
2694,AMG GT,Avantgarde,2008,156379,207376,Plug-in Hybrid,Automatic,4.5,405,Black,Coupe,Latin America,4,New,No
2695,GLB,Premium,2023,78250,114391,Plug-in Hybrid,Automatic,6,255,White,Liftback,Asia Pacific,4,New,Yes
2696,S-Class,Avantgarde,2016,119728,143194,Diesel,Manual,1.5,532,Brown,SUV,Africa,1,Like New,Yes
2697,GLS,Base,2014,143656,57995,Plug-in Hybrid,Manual,2.5,505,Gold,SUV,Middle East,4,New,No
2698,EQA,Luxury,2011,65942,129901,Electric,Automatic,0,323,Green,Sedan,North America,4,Good,Yes
2699,GLB,Night Edition,2019,79763,106329,Hybrid,Automatic,4.6,426,Red,Liftback,Asia Pacific,3,New,Yes
2700,GLC,Avantgarde,2018,68111,91966,Plug-in Hybrid,Automatic,6.6,306,Red,Liftback,Middle East,4,Fair,Yes
2701,GLB,AMG Line,2015,62554,69634,Petrol,Automatic,4.5,312,Beige,Convertible,Middle East,4,Like New,Yes
2702,AMG GT,Luxury,2023,157332,59880,Petrol,Manual,1.6,512,Silver,Coupe,Latin America,4,Good,Yes
2703,GLC,Exclusive,2009,67401,68520,Hybrid,Automatic,1.6,348,White,Convertible,Asia Pacific,3,Excellent,Yes
2704,B-Class,Premium Plus,2021,49974,31177,Petrol,Automatic,5.4,177,Green,Hatchback,Middle East,2,Excellent,Yes
2705,AMG GT,Night Edition,2023,156017,13574,Plug-in Hybrid,Manual,6,273,Gray,Coupe,Latin America,2,Very Good,Yes
2706,AMG GT,Night Edition,2025,156934,160949,Hybrid,Manual,2.5,467,Brown,Coupe,Middle East,1,Good,Yes
2707,GLS,AMG Line,2009,99625,219523,Diesel,Automatic,4.9,522,Silver,SUV,Europe,3,Very Good,No
2708,B-Class,Night Edition,2011,46497,126646,Plug-in Hybrid,Automatic,5.1,320,Black,Hatchback,North America,4,Very Good,No
2709,GLS,Premium Plus,2016,122081,55780,Plug-in Hybrid,Manual,3.2,233,Gold,SUV,Africa,2,New,No
2710,CLA,Premium,2015,94671,102756,Plug-in Hybrid,Manual,6.6,611,Gold,Coupe,Asia Pacific,3,New,Yes
2711,GLB,Base,2012,86783,49452,Hybrid,Manual,7,562,Red,Wagon,Latin America,2,New,Yes
2712,A-Class,Premium Plus,2015,69077,110801,Hybrid,Automatic,3.7,488,Green,Sedan,Latin America,2,Like New,No
2713,GLE,AMG Line,2019,87034,97004,Hybrid,Manual,1.9,231,Green,SUV,Middle East,1,Like New,No
2714,EQC,AMG Line,2023,102298,84485,Electric,Automatic,0,604,Beige,SUV,Middle East,1,Fair,No
2715,GLE,Premium Plus,2022,109373,29328,Hybrid,Automatic,3.6,607,Brown,SUV,Middle East,1,Very Good,No
2716,EQC,Exclusive,2010,98806,85541,Electric,Automatic,0,492,Green,Sedan,Africa,1,Excellent,Yes
2717,A-Class,Premium Plus,2024,48960,114144,Petrol,Manual,2.8,253,White,Hatchback,Asia Pacific,2,Very Good,No
2718,AMG GT,Night Edition,2023,136869,47524,Hybrid,Manual,4.2,123,White,Coupe,North America,4,Very Good,No
2719,GLB,Luxury,2022,77029,99860,Plug-in Hybrid,Manual,1.3,590,Gold,Sedan,Asia Pacific,4,Fair,Yes
2720,EQA,Sport,2018,89390,69652,Electric,Automatic,0,443,Black,SUV,North America,4,Excellent,Yes
2721,GLE,AMG Line,2019,93152,46460,Petrol,Automatic,2,529,Gold,SUV,Latin America,3,Good,Yes
2722,AMG GT,Luxury,2024,156865,74828,Hybrid,Automatic,4.3,444,Blue,Coupe,Africa,1,Good,Yes
2723,A-Class,Sport,2009,31860,130197,Plug-in Hybrid,Automatic,5.3,244,White,Wagon,Middle East,3,Fair,Yes
2724,S-Class,Avantgarde,2024,109878,52313,Hybrid,Manual,4.9,110,Gold,SUV,Africa,2,Excellent,Yes
2725,GLE,Night Edition,2012,82854,214647,Hybrid,Manual,6,398,Black,SUV,North America,4,Excellent,Yes
2726,A-Class,Premium Plus,2012,40121,169987,Diesel,Automatic,6.1,403,Gold,Liftback,Middle East,4,Very Good,Yes
2727,A-Class,Luxury,2019,48409,55269,Petrol,Automatic,4.1,399,Beige,Wagon,Latin America,2,Good,Yes
2728,EQA,Premium,2022,111699,25673,Electric,Automatic,0,507,White,SUV,North America,2,New,Yes
2729,B-Class,Premium Plus,2008,43035,222477,Diesel,Manual,3.1,608,Beige,Liftback,Africa,4,Good,Yes
2730,GLS,Luxury,2024,137785,32529,Hybrid,Automatic,4,490,Gold,SUV,Africa,4,Excellent,No
2731,GLC,Base,2011,92795,216663,Plug-in Hybrid,Manual,4.1,606,White,Sedan,Asia Pacific,4,New,Yes
2732,GLE,Luxury,2010,82753,72245,Hybrid,Automatic,4,494,Beige,SUV,Asia Pacific,3,Fair,Yes
2733,EQC,Base,2025,87756,171802,Electric,Automatic,0,363,Beige,Sedan,North America,3,Good,No
2734,C-Class,Sport,2023,94911,51850,Plug-in Hybrid,Automatic,4.3,489,Blue,SUV,Middle East,1,New,Yes
2735,S-Class,AMG Line,2014,136305,60226,Diesel,Manual,5.9,617,Brown,SUV,North America,4,New,Yes
2736,EQA,Luxury,2009,63030,109276,Electric,Automatic,0,295,Silver,Sedan,Latin America,4,Very Good,Yes
2737,CLA,Sport,2024,54899,159558,Petrol,Manual,6.9,290,Blue,Coupe,Africa,2,Excellent,Yes
2738,CLA,Sport,2023,48579,62451,Plug-in Hybrid,Automatic,4.7,110,Black,Coupe,Asia Pacific,2,Good,No
2739,GLB,Exclusive,2020,65870,128371,Plug-in Hybrid,Manual,6,133,Gray,Sedan,North America,4,New,Yes
2740,GLB,Avantgarde,2010,32766,212832,Petrol,Manual,1.4,291,White,Roadster,Middle East,4,Fair,Yes
2741,GLS,Premium,2017,114286,174508,Plug-in Hybrid,Manual,5.5,146,Gold,SUV,Asia Pacific,2,New,Yes
2742,GLA,Exclusive,2012,60743,84973,Plug-in Hybrid,Automatic,1.3,485,Gray,Coupe,Middle East,2,Fair,Yes
2743,EQA,Exclusive,2012,80221,161624,Electric,Automatic,0,376,White,Sedan,Asia Pacific,4,Like New,No
2744,A-Class,Sport,2018,48988,97824,Diesel,Automatic,6.3,385,Red,Wagon,Africa,3,Very Good,Yes
2745,EQB,Premium Plus,2016,79124,208376,Electric,Automatic,0,363,Gold,Sedan,Middle East,2,Excellent,Yes
2746,E-Class,Avantgarde,2019,72217,196660,Hybrid,Automatic,1.7,134,Black,Wagon,Europe,3,New,No
2747,B-Class,AMG Line,2023,41619,147166,Hybrid,Manual,4,243,Green,Liftback,Middle East,3,Fair,Yes
2748,GLE,Sport,2013,79549,82307,Petrol,Manual,6.4,477,Green,SUV,Middle East,3,Fair,Yes
2749,EQC,Exclusive,2022,107396,98623,Electric,Automatic,0,332,Green,SUV,Europe,1,New,Yes
2750,GLS,Exclusive,2009,99294,71236,Petrol,Automatic,3.8,297,Black,SUV,Africa,3,Very Good,Yes
2751,E-Class,Premium,2025,84972,6086,Petrol,Automatic,5.9,263,Silver,SUV,Middle East,4,Excellent,No
2752,GLB,AMG Line,2009,61507,165220,Hybrid,Manual,4.7,536,White,Sedan,Europe,2,Very Good,Yes
2753,GLE,Luxury,2015,102827,81069,Petrol,Automatic,2,445,Black,SUV,Africa,1,New,Yes
2754,S-Class,Base,2019,126439,51688,Hybrid,Automatic,3,479,Gold,SUV,Latin America,3,Excellent,Yes
2755,GLA,Luxury,2015,65919,169499,Hybrid,Manual,6.9,468,Green,Liftback,Middle East,1,Like New,No
2756,GLA,Base,2010,62463,135699,Petrol,Manual,5.7,558,Blue,Convertible,Africa,1,Very Good,No
2757,GLC,Exclusive,2017,70264,201225,Petrol,Manual,5.7,217,Blue,Hatchback,Middle East,3,New,No
2758,GLB,Premium Plus,2018,81107,152146,Plug-in Hybrid,Manual,2.7,601,White,Convertible,Asia Pacific,4,Very Good,No
2759,EQA,Sport,2017,79739,173199,Electric,Automatic,0,510,Green,SUV,Latin America,2,Very Good,Yes
2760,EQC,AMG Line,2013,75466,89034,Electric,Automatic,0,334,Silver,Sedan,Middle East,1,Fair,Yes
2761,CLA,Base,2011,27558,164753,Diesel,Automatic,2.5,181,Brown,Coupe,Latin America,3,Good,No
2762,AMG GT,AMG Line,2024,148353,31923,Petrol,Manual,2.9,272,Brown,Coupe,Middle East,4,Very Good,Yes
2763,GLS,Sport,2008,106297,145783,Hybrid,Automatic,3.8,445,Red,SUV,Europe,4,Very Good,No
2764,GLC,AMG Line,2009,49454,159565,Diesel,Manual,5,220,Black,Convertible,Europe,2,Excellent,No
2765,E-Class,Sport,2024,86624,95093,Hybrid,Manual,4.8,513,Green,SUV,North America,3,Fair,No
2766,EQC,Sport,2014,66953,175304,Electric,Automatic,0,311,White,SUV,Europe,1,Fair,Yes
2767,AMG GT,Premium Plus,2010,154825,136087,Plug-in Hybrid,Automatic,2.5,273,White,Coupe,North America,1,New,Yes
2768,GLS,AMG Line,2018,98482,169752,Diesel,Automatic,6.9,274,Silver,SUV,Middle East,2,Excellent,Yes
2769,GLA,Sport,2008,52904,105406,Diesel,Manual,6.8,449,Gray,Coupe,Africa,4,Very Good,Yes
2770,AMG GT,Avantgarde,2013,158984,155303,Plug-in Hybrid,Manual,4.2,380,Blue,Coupe,North America,4,New,Yes
2771,GLS,Premium,2015,106533,55567,Petrol,Manual,1.8,238,Brown,SUV,Africa,3,Excellent,Yes
2772,A-Class,Sport,2018,51145,108089,Hybrid,Manual,2.9,449,Blue,SUV,Africa,2,Fair,Yes
2773,CLA,Premium Plus,2012,46425,123723,Hybrid,Manual,1.6,311,Blue,Coupe,Latin America,4,Good,Yes
2774,GLE,Luxury,2024,99022,163869,Plug-in Hybrid,Automatic,2.2,264,Gray,SUV,Asia Pacific,2,Like New,No
2775,GLE,Night Edition,2016,76719,36342,Hybrid,Automatic,2.1,158,Gold,SUV,Latin America,3,Very Good,No
2776,EQA,Premium,2010,89577,167363,Electric,Automatic,0,449,Black,Sedan,Latin America,1,New,Yes
2777,GLS,Base,2013,81165,178844,Diesel,Automatic,4.5,211,White,SUV,Middle East,1,Good,Yes
2778,GLC,Premium,2012,67759,105815,Plug-in Hybrid,Manual,4.5,315,Brown,Sedan,Middle East,2,Good,Yes
2779,GLC,Avantgarde,2022,99623,183666,Plug-in Hybrid,Automatic,5.9,545,Beige,Wagon,Latin America,4,Like New,No
2780,C-Class,Night Edition,2017,63715,39841,Petrol,Manual,2.5,551,Red,Convertible,Latin America,2,Fair,No
2781,EQA,Night Edition,2021,94773,84770,Electric,Automatic,0,552,Blue,Sedan,Middle East,3,Very Good,No
2782,GLA,Base,2024,64787,179802,Plug-in Hybrid,Automatic,4.8,434,Beige,Roadster,Europe,2,Fair,Yes
2783,EQC,Sport,2015,88283,124381,Electric,Automatic,0,306,Gray,Sedan,Middle East,2,Excellent,No
2784,A-Class,Premium Plus,2011,28002,82629,Hybrid,Manual,3.3,163,White,Convertible,Middle East,4,Fair,Yes
2785,AMG GT,Sport,2013,142647,54452,Petrol,Automatic,6.4,431,Blue,Coupe,North America,4,Very Good,No
2786,EQB,Night Edition,2018,98309,93231,Electric,Automatic,0,373,White,Sedan,Latin America,2,New,Yes
2787,GLB,Luxury,2009,63229,238243,Plug-in Hybrid,Automatic,3.4,433,Silver,Sedan,Europe,4,Like New,No
2788,EQC,Night Edition,2012,88659,148332,Electric,Automatic,0,351,Silver,Sedan,Middle East,2,Like New,No
2789,AMG GT,Luxury,2015,171813,80208,Diesel,Manual,4.7,597,Gold,Coupe,North America,3,New,Yes
2790,B-Class,Exclusive,2017,25434,173556,Diesel,Manual,2.8,169,White,Sedan,Asia Pacific,3,Good,No
2791,GLC,Luxury,2018,65560,127427,Plug-in Hybrid,Manual,2.6,138,White,SUV,Europe,2,Excellent,Yes
2792,C-Class,Avantgarde,2018,51117,162343,Diesel,Manual,3.6,186,Green,Liftback,Latin America,2,Like New,Yes
2793,E-Class,Exclusive,2016,60286,176263,Diesel,Manual,4.6,181,Gray,Wagon,Middle East,3,Excellent,No
2794,S-Class,Premium Plus,2010,107588,180921,Hybrid,Automatic,5,537,Blue,SUV,Middle East,1,Good,Yes
2795,GLB,Sport,2022,60184,112153,Diesel,Automatic,2.6,380,Blue,Hatchback,Asia Pacific,4,Very Good,No
2796,AMG GT,Night Edition,2012,150518,55537,Diesel,Manual,5.3,302,Red,Coupe,Asia Pacific,1,New,No
2797,GLC,Premium Plus,2011,79739,142581,Petrol,Automatic,5.7,445,White,Wagon,North America,1,New,Yes
2798,EQA,AMG Line,2023,82842,42325,Electric,Automatic,0,219,Blue,Sedan,North America,3,Excellent,Yes
2799,GLE,Night Edition,2015,91334,45866,Hybrid,Automatic,4.3,604,Beige,SUV,Europe,3,Fair,Yes
2800,EQC,Avantgarde,2010,86490,208635,Electric,Automatic,0,524,Blue,Sedan,Latin America,4,Very Good,No
2801,C-Class,Premium Plus,2010,81699,76415,Hybrid,Manual,6.5,511,Blue,Coupe,Asia Pacific,1,New,No
2802,C-Class,Premium,2013,56675,153089,Hybrid,Automatic,1.9,292,White,Coupe,Latin America,3,Excellent,Yes
2803,GLE,Premium Plus,2018,90843,62592,Diesel,Manual,6,574,Silver,SUV,Africa,2,Fair,Yes
2804,EQA,Base,2012,81944,50191,Electric,Automatic,0,362,Black,Sedan,Africa,4,Excellent,No
2805,GLB,Night Edition,2020,64787,47611,Hybrid,Manual,1.5,323,Green,Sedan,North America,2,Very Good,Yes
2806,GLE,Premium,2011,69643,227717,Diesel,Automatic,2.3,346,Brown,SUV,Middle East,2,Excellent,Yes
2807,EQB,Exclusive,2020,100001,48939,Electric,Automatic,0,363,Red,Sedan,Latin America,1,New,Yes
2808,E-Class,Premium,2013,93450,145306,Plug-in Hybrid,Manual,1.5,524,Green,Liftback,Asia Pacific,4,Like New,Yes
2809,S-Class,Exclusive,2022,122660,166842,Hybrid,Manual,5.3,409,Silver,SUV,Asia Pacific,4,Like New,No
2810,GLA,Night Edition,2015,65985,123157,Diesel,Manual,2.1,533,Red,Roadster,Latin America,4,Excellent,Yes
2811,GLA,Night Edition,2018,61018,172837,Petrol,Manual,6.4,613,White,Wagon,Africa,1,Fair,Yes
2812,GLE,AMG Line,2013,79197,175819,Diesel,Manual,4.7,354,Red,SUV,Europe,4,Like New,Yes
2813,EQC,Premium Plus,2011,111384,80686,Electric,Automatic,0,521,Red,Sedan,Europe,3,New,Yes
2814,EQB,Premium,2017,105045,42116,Electric,Automatic,0,493,Green,Sedan,Asia Pacific,1,New,Yes
2815,E-Class,Sport,2022,71913,66987,Diesel,Automatic,4.5,249,Gray,Liftback,North America,4,Very Good,No
2816,CLA,Night Edition,2025,82077,76917,Petrol,Automatic,5.4,479,Gold,Coupe,Middle East,4,New,No
2817,GLB,Premium,2014,71948,49930,Petrol,Automatic,6.7,508,Gray,Liftback,North America,4,Excellent,Yes
2818,GLB,AMG Line,2008,46359,233817,Plug-in Hybrid,Automatic,6.3,222,Green,Wagon,Europe,4,Excellent,Yes
2819,B-Class,Premium,2015,74610,114756,Plug-in Hybrid,Manual,2.6,554,Green,Sedan,Africa,4,Excellent,Yes
2820,CLA,Avantgarde,2014,71971,110716,Hybrid,Manual,2.4,399,White,Coupe,Asia Pacific,2,New,No
2821,S-Class,Premium,2023,105642,56733,Diesel,Automatic,3.4,283,Black,SUV,Africa,3,Very Good,No
2822,GLB,Sport,2013,28217,118648,Diesel,Automatic,5.6,171,Gold,Wagon,Africa,1,Fair,Yes
2823,EQC,Premium Plus,2015,78780,120209,Electric,Automatic,0,417,Gray,SUV,Asia Pacific,4,Fair,No
2824,A-Class,Premium,2021,68931,37526,Plug-in Hybrid,Manual,1.4,204,Blue,Convertible,Middle East,3,New,No
2825,CLA,Sport,2011,37915,165386,Diesel,Automatic,1.6,436,Green,Coupe,Middle East,4,Fair,Yes
2826,A-Class,Avantgarde,2023,66794,177393,Diesel,Automatic,3.3,513,Black,Sedan,Africa,1,Like New,Yes
2827,EQA,Base,2025,111276,38026,Electric,Automatic,0,447,Brown,SUV,Africa,4,New,Yes
2828,EQA,Luxury,2012,71026,107956,Electric,Automatic,0,331,Blue,Sedan,Africa,1,Excellent,Yes
2829,CLA,Exclusive,2008,45154,99039,Plug-in Hybrid,Automatic,4,389,Blue,Coupe,Latin America,4,Fair,No
2830,GLS,Sport,2025,122740,44567,Plug-in Hybrid,Manual,5.5,151,Black,SUV,Africa,3,Like New,Yes
2831,GLA,Sport,2022,56110,188920,Hybrid,Manual,4.9,421,Silver,Liftback,Asia Pacific,4,Good,Yes
2832,B-Class,Night Edition,2017,79019,186350,Plug-in Hybrid,Automatic,2.3,516,Black,Wagon,Europe,2,New,No
2833,GLS,Sport,2015,100174,200073,Petrol,Automatic,6.8,174,Gray,SUV,North America,3,New,Yes
2834,E-Class,Exclusive,2015,73724,130795,Petrol,Manual,6.7,158,Black,Hatchback,Latin America,4,New,Yes
2835,E-Class,Night Edition,2016,87295,145080,Petrol,Automatic,1.6,432,Blue,Sedan,Asia Pacific,4,New,No
2836,GLB,Premium Plus,2009,39502,238901,Hybrid,Automatic,5.7,245,Gray,Convertible,Africa,3,Good,Yes
2837,B-Class,AMG Line,2024,73900,36760,Plug-in Hybrid,Manual,3.9,245,Gray,Roadster,Africa,1,New,No
2838,A-Class,AMG Line,2016,53005,169714,Hybrid,Manual,5.6,388,Brown,Coupe,Europe,1,Excellent,Yes
2839,CLA,Avantgarde,2020,54675,138154,Petrol,Manual,2.8,330,Beige,Coupe,North America,3,Very Good,Yes
2840,S-Class,AMG Line,2011,107951,124565,Petrol,Manual,3.4,259,Red,SUV,Europe,4,New,Yes
2841,EQB,Premium Plus,2025,93074,130683,Electric,Automatic,0,518,Gray,SUV,Europe,1,Good,Yes
2842,AMG GT,Luxury,2023,177219,55011,Plug-in Hybrid,Automatic,1.5,549,Black,Coupe,Middle East,1,Like New,No
2843,B-Class,Base,2025,71114,154725,Petrol,Automatic,6.4,424,Black,Roadster,Middle East,3,New,Yes
2844,E-Class,Premium Plus,2025,100503,16678,Plug-in Hybrid,Manual,3.9,579,White,Sedan,Latin America,2,Fair,No
2845,GLE,Premium,2020,115976,139877,Hybrid,Manual,1.8,546,Silver,SUV,Africa,3,New,No
2846,GLS,Base,2022,97279,186198,Hybrid,Manual,4,120,Green,SUV,Asia Pacific,1,Excellent,Yes
2847,EQC,Night Edition,2019,108504,100648,Electric,Automatic,0,552,Blue,SUV,Latin America,1,Excellent,No
2848,B-Class,Luxury,2023,38942,111914,Hybrid,Automatic,4.8,213,White,Sedan,North America,3,Fair,No
2849,GLC,Base,2015,50370,157425,Petrol,Manual,6.3,310,Blue,Sedan,Middle East,4,Fair,No
2850,EQB,Base,2017,110162,60117,Electric,Automatic,0,484,Silver,SUV,Africa,4,New,Yes
